"Maximum length of attribute code must be less then %s symbols","屬性代碼的最大長度必須小於 %s 個符號"
"Multiple Select","多個選擇"
"No","否"
"No options found in config node %s","配置節點 %s 下找不到選項"
"None","無"
"Not shared with other products","不與其他產品分享"
"Problem loading the collection, aborting. Error: %s","載入組合出錯，退出。錯誤：%s"
"Problem saving the collection, aborting. Error: %s","儲存群組合出錯，退出。錯誤：%s"
"Required","必填"
"Saved %d record(s).","儲存 %d 筆資料"
"Source model ""%s"" not found for attribute ""%s""","來源模型""%s""找不到屬性""%s"""
"System","系統"
"Text Area","文字區域"
"Text Field","文字區域"
"The value of attribute ""%s"" must be unique","屬性值""%s""的值必須是唯一
"
"The value of attribute ""%s"" must be unique.","屬性值 ""%s"" 必須唯一"
"This attribute is used in configurable products","該屬性已用于可配置產品"
"URL","網址"
"Unique Value","唯一值"
"Unique Value (not shared with other products)","唯一值 (不與其他產品分享)"
"Unknown parameter","未知參數"
"Values Required","要求的值"
"Wrong attribute group ID","屬性集合編號錯誤"
"Wrong attribute set ID","屬性集合編號錯誤"
"Wrong entity ID","實體編號錯誤"
"Wrong type definition for %s","錯誤的類定義：%s"
"Yes","是"
"Yes/No","是/否"
